task,family,ours_local,best_local,best_local_method,ours_bg_lpips,best_bg_lpips,best_bg_method,sam_bg_l1_minus_ours,ours_bg_l1,target,score
fe_235_stop_1_cvpr,T3_surface_decal,0.24339967966079712,0.2809842824935913,otrf_enh_sd3,0.0005206739297136664,0.007659401744604111,sam_flow_flux,0.009383483760757372,0.00046974423457868397,A sign that says CVPR prominently placed in a field of yellow flowers.,2.971833239751868
fe_119_gas_station_2_iccv,T3_surface_decal,0.194024920463562,0.29939284920692444,reflex,0.003065998898819089,0.020559091120958328,sam_flow_flux,0.03866165969520807,0.002989324741065502,"A gas station with a white and red sign that reads ""ICCV"" There are several cars",2.9666333040222526
fe_120_gas_station_3_eccv,T3_surface_decal,0.20377293229103088,0.30266016721725464,flowedit_sd3,0.003065998898819089,0.02176046557724476,sam_flow_flux,0.033195541240274906,0.002989324741065502,"A gas station with a white and red sign that reads ""ECCV"" There are several cars",2.8573109349235892
fe_130_gray_bird_4_golden_sculpture,T5_same_color_material,0.2373572587966919,0.2921847403049469,reflex,0.0007234154618345201,0.009073859080672264,sam_flow_flux,0.01754929486196488,0.0012117718579247594,A small golden sculpture of a bird perched on a wooden fence or post. The golden,2.8562321284320205
fe_108_duck_1_colorful_duck,T4_local_recolor,0.24887695908546448,0.29632502794265747,sam_flow_sd3,0.0014756572199985385,0.00544894952327013,sam_flow_flux,0.015412589942570776,0.0008563749142922461,A colorful duck swimming in a lake. The duck is floating on the surface of the w,2.8489650439936667
fe_121_gas_station_4_food,T3_surface_decal,0.21714162826538086,0.27633142471313477,fireflow,0.003065998898819089,0.02066049724817276,sam_flow_flux,0.03097405005246401,0.002989324741065502,"A gas station with a white and red sign that reads ""FOOD"" There are several cars",2.8250341644510626
fe_118_gas_station_1_cvpr,T3_surface_decal,0.20213554799556732,0.3261229395866394,reflex,0.003065998898819089,0.02144267037510872,sam_flow_flux,0.031561155803501606,0.002989324741065502,"A gas station with a white and red sign that reads ""CVPR"" There are several cars",2.8246232261881232
fe_238_stop_arrow_1_cvpr,T3_surface_decal,0.17550456523895264,0.30753692984580994,fireflow,0.00019391898240428418,0.00504670012742281,sam_flow_flux,0.016812539659440517,0.0005644401535391808,A sign that says CVPR above a blue sign with arrow pointing up.,2.816858894948382
fe_122_gas_station_5_love,T3_surface_decal,0.1915300488471985,0.2564590871334076,sam_flow_sd3,0.003065998898819089,0.021044475957751274,sam_flow_flux,0.03114833403378725,0.002989324741065502,"A gas station with a white and red sign that reads ""LOVE"" There are several cars",2.816366790793836
fe_239_stop_arrow_2_iccv,T3_surface_decal,0.18542185425758362,0.30275341868400574,fireflow,0.00019391898240428418,0.00486118346452713,sam_flow_flux,0.016229367814958096,0.0005644401535391808,A sign that says ICCV above a blue sign with arrow pointing up.,2.8051954580587335
fe_240_stop_arrow_3_eccv,T3_surface_decal,0.1799924075603485,0.29082727432250977,fireflow,0.00019391898240428418,0.004880186636000872,sam_flow_flux,0.014862014912068844,0.0005644401535391808,A sign that says ECCV above a blue sign with arrow pointing up.,2.7778484000009485
fe_242_stop_arrow_5_home,T3_surface_decal,0.16427507996559143,0.23314164578914642,fireflow,0.00019391898240428418,0.004735350608825684,sam_flow_flux,0.014521551318466663,0.0005644401535391808,A sign that says HOME above a blue sign with arrow pointing up.,2.771039128128905
fe_241_stop_arrow_4_love,T3_surface_decal,0.1452590823173523,0.25543564558029175,otrf_enh_sd3,0.00019391898240428418,0.0040306635200977325,otrf_enh_sd3,0.014190053567290306,0.0005644401535391808,A sign that says LOVE above a blue sign with arrow pointing up.,2.7644091731053777
fe_267_yellow_bulldog_11_origami_cat,T5_same_color_material,0.23703576624393463,0.28885695338249207,reflex,0.00031416589627042413,0.0032649761997163296,sam_flow_flux,0.008564868185203522,0.0004975449410267174,"A small, yellow, origami cat positioned in the center of the scene, and it appea",2.7625629669986664
fe_252_tiger_2_crochet_tiger,T5_same_color_material,0.21674129366874695,0.3067459166049957,flowedit_sd3,0.0009347529849037528,0.004095062613487244,sam_flow_flux,0.0177699769847095,0.0022818283177912235,A large crochet tiger standing in a swamp. The crochet tiger is positioned towar,2.7619242412038147
fe_243_stop_arrow_6_beer,T3_surface_decal,0.1540089249610901,0.2657446265220642,fireflow,0.00019391898240428418,0.00507347984239459,sam_flow_flux,0.014000491239130497,0.0005644401535391808,A sign that says BEER above a blue sign with arrow pointing up.,2.7606179265421815
fe_084_cupcake_2_red_velvet,T4_local_recolor,0.24394860863685608,0.2847675085067749,fireflow,0.0032413299195468426,0.02282862924039364,sam_flow_flux,0.011865926906466484,0.0018627000972628593,A small red velvet cupcake with whipped cream on top.,2.700902048125863
fe_019_brown_owl_1_white_owl,T4_local_recolor,0.21391142904758453,0.2864350378513336,reflex,0.0012828352628275752,0.007180512882769108,sam_flow_flux,0.014294933178462088,0.0018088038777932525,"A small, white owl standing on a patch of grass.",2.6576151372864842
fe_270_yellow_bulldog_14_origami_rabbit,T5_same_color_material,0.2188877910375595,0.2918834388256073,reflex,0.00031416589627042413,0.0045975265093147755,sam_flow_sd3,0.009232823911588639,0.0004975449410267174,"A small, yellow, origami rabbit positioned in the center of the scene, and it ap",2.6532398886047304
fe_248_this_must_be_the_place_2_cvpr,T3_surface_decal,0.19559113681316376,0.2989010512828827,sam_flow_sd3,0.00010478357580723241,0.001166557427495718,sam_flow_flux,0.00775756043731235,0.00046128584654070437,"A large, colorful wall with a neon sign that reads ""cvpr must be the place.""",2.6446728511655238
fe_273_yellow_bulldog_17_origami_horse,T5_same_color_material,0.2239217311143875,0.2865411043167114,fireflow,0.00031416589627042413,0.003241427708417177,sam_flow_flux,0.008334134879987687,0.0004975449410267174,"A small, yellow, origami horse positioned in the center of the scene, and it app",2.6352661079727113
fe_067_cat_stone_1_black_kitten,T4_local_recolor,0.22352664172649384,0.29150184988975525,reflex,0.003557328600436449,0.053982313722372055,sam_flow_sd3,0.01488813036121428,0.0013740283902734518,"A small black kitten sitting on a stone ledge. The ledge is located near a wall,",2.4420297471806407
fe_010_beer_glass_1_cocktail,T2_container_insertion,0.26988083124160767,0.2657814919948578,reflex,0.012593130581080914,0.0045926752500236034,sam_flow_sd3,0.006857886910438538,0.0010445574298501015,"A wine glass filled with a vibrant red cocktail, garnished with an orange wedge.",2.216354591399431
fe_036_cake_red_blueberries_2_raspberries,T2_container_insertion,0.19834081828594208,0.21898722648620605,fireflow,0.015477169305086136,0.023072749376296997,otrf_enh_sd3,0.022851428482681513,0.0023239082656800747,"A slice of red velvet cake with white frosting, topped with raspberries.",1.999615516141057
fe_192_parrots_1_top_hat,T1_attached_accessory,0.2647123634815216,0.2935592234134674,fireflow,0.0322427824139595,0.062003206461668015,otrf_enh_sd3,0.03140611574053764,0.009325426071882248,Two colorful parrots sitting on a wooden stump or log. They are positioned close,0.3711411744356155
fe_195_parrots2_1_crown,T1_attached_accessory,0.29525327682495117,0.3009819984436035,sam_flow_flux,0.048696644604206085,0.09904725849628448,otrf_enh_sd3,0.0675644613802433,0.013391267508268356,Two colorful parrots perched on a rocky surface. Both parrots have a crown on th,-0.20430605709552774
fe_095_dog_7_jeweled_crown,T1_attached_accessory,0.27557089924812317,0.288919061422348,fireflow,0.05203912779688835,0.04670660197734833,otrf_enh_sd3,0.026151406578719616,0.0093228155747056,A small black and brown dog sitting on a lush green field. The dog is wearing a ,-1.4811070807278157
fe_142_iguana_2_blue_lizard_top_hat,T1_attached_accessory,0.2894168794155121,0.31095650792121887,sam_flow_flux,0.05330890417098999,0.06569278240203857,sam_flow_flux,0.03720447700470686,0.010322385467588902,A large blue lizard sitting on a rock near the ocean. The blue lizard is wearing,-1.5098953045904637
fe_094_dog_6_red_top_hat,T1_attached_accessory,0.2571468651294708,0.28125259280204773,flowedit_sd3,0.05217016488313675,0.050040874630212784,otrf_enh_sd3,0.027529957704246044,0.006721203215420246,A small black and brown dog sitting on a lush green field. The dog is wearing a ,-1.6280032493174077
fe_197_penguins_2_sculpture,T5_same_color_material,0.22076888382434845,0.2346779853105545,splitflow_sd3,0.052617721259593964,0.025914927944540977,sam_flow_flux,0.015091240406036377,0.03320890665054321,A sculpture of two penguins standing in a lake. They are positioned close to eac,-1.7685838401317597
fe_046_cat_crown_1_black_top_hat,T1_attached_accessory,0.24347300827503204,0.27080023288726807,fireflow,0.06983683258295059,0.07507942616939545,otrf_enh_sd3,0.028244061395525932,0.010621795430779457,"A gray cat sitting on a black cloth, wearing a top hat. The top hat is placed on",-3.428710399568081
fe_196_penguins_1_origami,T5_same_color_material,0.2659447491168976,0.28572845458984375,sam_flow_sd3,0.08790743350982666,0.035785265266895294,otrf_enh_sd3,-0.004628974944353104,0.052667904645204544,Two origami penguins standing in a lake. They are positioned close to each other,-5.78007843196392
fe_211_puppies_3_puppets,T5_same_color_material,0.2577441930770874,0.26565006375312805,reflex,0.09519276767969131,0.038504455238580704,sam_flow_flux,0.002404581755399704,0.04158114641904831,Two adorable puppets of golden retriever puppies sitting in a grassy field. They,-6.189773193001747
