baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
fireflow,fe_093_dog_5_lego_bricks,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_093_dog_5_lego_bricks.png,A small black and brown dog sitting on a lush green field.,A small black and brown dog made out of lego bricks sitting on a lush green field.,outputs/baselines/fireflow/fe_093_dog_5_lego_bricks/seed_10/result.png,outputs/baselines/fireflow/fe_093_dog_5_lego_bricks/seed_10/metadata.json,outputs/baselines/fireflow/fe_093_dog_5_lego_bricks/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_094_dog_6_red_top_hat,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_094_dog_6_red_top_hat.png,A small black and brown dog sitting on a lush green field.,A small black and brown dog sitting on a lush green field. The dog is wearing a red top hat.,outputs/baselines/fireflow/fe_094_dog_6_red_top_hat/seed_10/result.png,outputs/baselines/fireflow/fe_094_dog_6_red_top_hat/seed_10/metadata.json,outputs/baselines/fireflow/fe_094_dog_6_red_top_hat/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_095_dog_7_jeweled_crown,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_095_dog_7_jeweled_crown.png,A small black and brown dog sitting on a lush green field.,A small black and brown dog sitting on a lush green field. The dog is wearing a jeweled crown.,outputs/baselines/fireflow/fe_095_dog_7_jeweled_crown/seed_10/result.png,outputs/baselines/fireflow/fe_095_dog_7_jeweled_crown/seed_10/metadata.json,outputs/baselines/fireflow/fe_095_dog_7_jeweled_crown/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_097_dog_snow_1_wooden_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_097_dog_snow_1_wooden_sculpture.png,A German Shepherd dog standing in a snowy field.,A wooden sculpture of a dog standing in a snowy field.,outputs/baselines/fireflow/fe_097_dog_snow_1_wooden_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_097_dog_snow_1_wooden_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_097_dog_snow_1_wooden_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_101_dog_snow_5_golden,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_101_dog_snow_5_golden.png,A German Shepherd dog standing in a snowy field.,A Golden Retriever dog standing in a snowy field.,outputs/baselines/fireflow/fe_101_dog_snow_5_golden/seed_10/result.png,outputs/baselines/fireflow/fe_101_dog_snow_5_golden/seed_10/metadata.json,outputs/baselines/fireflow/fe_101_dog_snow_5_golden/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_108_duck_1_colorful_duck,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_108_duck_1_colorful_duck.png,"A brown duck swimming in a lake. The duck is floating on the surface of the water, surrounded by a few ripples. The duck is preening its feathers. The scene is set against a black background, which emphasizes the duck''s presence in the water.","A colorful duck swimming in a lake. The duck is floating on the surface of the water, surrounded by a few ripples. The scene is set against a black background, which emphasizes the duck''s presence in the water.",outputs/baselines/fireflow/fe_108_duck_1_colorful_duck/seed_10/result.png,outputs/baselines/fireflow/fe_108_duck_1_colorful_duck/seed_10/metadata.json,outputs/baselines/fireflow/fe_108_duck_1_colorful_duck/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_114_flowers_1_orange_yellow_white,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_114_flowers_1_orange_yellow_white.png,"A vase filled with a beautiful bouquet of pink, red and white flowers.","A vase filled with a beautiful bouquet of orange, yellow and white flowers.",outputs/baselines/fireflow/fe_114_flowers_1_orange_yellow_white/seed_10/result.png,outputs/baselines/fireflow/fe_114_flowers_1_orange_yellow_white/seed_10/metadata.json,outputs/baselines/fireflow/fe_114_flowers_1_orange_yellow_white/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_115_flowers_2_blue_purple_white,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_115_flowers_2_blue_purple_white.png,"A vase filled with a beautiful bouquet of pink, red and white flowers.","A vase filled with a beautiful bouquet of blue, purple and white flowers.",outputs/baselines/fireflow/fe_115_flowers_2_blue_purple_white/seed_10/result.png,outputs/baselines/fireflow/fe_115_flowers_2_blue_purple_white/seed_10/metadata.json,outputs/baselines/fireflow/fe_115_flowers_2_blue_purple_white/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_116_free_wifi_1_free_beer,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_116_free_wifi_1_free_beer.png,"A wooden table with a black board on it. The board displays the words ""FREE WIFI"" in white letters. The table is positioned in the center of the scene, and the board is placed on top of it.","A wooden table with a black board on it. The board displays the words ""FREE BEER"" in white letters. The table is positioned in the center of the scene, and the board is placed on top of it.",outputs/baselines/fireflow/fe_116_free_wifi_1_free_beer/seed_10/result.png,outputs/baselines/fireflow/fe_116_free_wifi_1_free_beer/seed_10/metadata.json,outputs/baselines/fireflow/fe_116_free_wifi_1_free_beer/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_117_free_wifi_2_free_hugs,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_117_free_wifi_2_free_hugs.png,"A wooden table with a black board on it. The board displays the words ""FREE WIFI"" in white letters. The table is positioned in the center of the scene, and the board is placed on top of it.","A wooden table with a black board on it. The board displays the words ""FREE HUGS"" in white letters. The table is positioned in the center of the scene, and the board is placed on top of it.",outputs/baselines/fireflow/fe_117_free_wifi_2_free_hugs/seed_10/result.png,outputs/baselines/fireflow/fe_117_free_wifi_2_free_hugs/seed_10/metadata.json,outputs/baselines/fireflow/fe_117_free_wifi_2_free_hugs/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_118_gas_station_1_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_118_gas_station_1_cvpr.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""CVPR"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_118_gas_station_1_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_118_gas_station_1_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_118_gas_station_1_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_119_gas_station_2_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_119_gas_station_2_iccv.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""ICCV"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_119_gas_station_2_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_119_gas_station_2_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_119_gas_station_2_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_120_gas_station_3_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_120_gas_station_3_eccv.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""ECCV"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_120_gas_station_3_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_120_gas_station_3_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_120_gas_station_3_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_121_gas_station_4_food,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_121_gas_station_4_food.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""FOOD"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_121_gas_station_4_food/seed_10/result.png,outputs/baselines/fireflow/fe_121_gas_station_4_food/seed_10/metadata.json,outputs/baselines/fireflow/fe_121_gas_station_4_food/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_122_gas_station_5_love,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_122_gas_station_5_love.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""LOVE"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_122_gas_station_5_love/seed_10/result.png,outputs/baselines/fireflow/fe_122_gas_station_5_love/seed_10/metadata.json,outputs/baselines/fireflow/fe_122_gas_station_5_love/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_123_gas_station_6_free,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_123_gas_station_6_free.png,"A gas station with a white and red sign that reads ""CAFE"" There are several cars parked in front of the gas station, including a white car and a van.","A gas station with a white and red sign that reads ""FREE"" There are several cars parked in front of the gas station, including a white car and a van.",outputs/baselines/fireflow/fe_123_gas_station_6_free/seed_10/result.png,outputs/baselines/fireflow/fe_123_gas_station_6_free/seed_10/metadata.json,outputs/baselines/fireflow/fe_123_gas_station_6_free/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_127_gray_bird_1_origami_bird,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_127_gray_bird_1_origami_bird.png,A small blue and gray bird perched on a wooden fence or post. The bird is positioned towards the left side of the image,A small blue and gray origami bird perched on a wooden fence or post. The origami bird is positioned towards the left side of the image,outputs/baselines/fireflow/fe_127_gray_bird_1_origami_bird/seed_10/result.png,outputs/baselines/fireflow/fe_127_gray_bird_1_origami_bird/seed_10/metadata.json,outputs/baselines/fireflow/fe_127_gray_bird_1_origami_bird/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_128_gray_bird_2_red_bird,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_128_gray_bird_2_red_bird.png,A small blue and gray bird perched on a wooden fence or post. The bird is positioned towards the left side of the image,A small red and gray bird perched on a wooden fence or post. The bird is positioned towards the left side of the image,outputs/baselines/fireflow/fe_128_gray_bird_2_red_bird/seed_10/result.png,outputs/baselines/fireflow/fe_128_gray_bird_2_red_bird/seed_10/metadata.json,outputs/baselines/fireflow/fe_128_gray_bird_2_red_bird/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_129_gray_bird_3_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_129_gray_bird_3_sculpture.png,A small blue and gray bird perched on a wooden fence or post. The bird is positioned towards the left side of the image,A small sculpture of a blue and gray bird perched on a wooden fence or post. The sculpture is positioned towards the left side of the image,outputs/baselines/fireflow/fe_129_gray_bird_3_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_129_gray_bird_3_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_129_gray_bird_3_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_130_gray_bird_4_golden_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_130_gray_bird_4_golden_sculpture.png,A small blue and gray bird perched on a wooden fence or post. The bird is positioned towards the left side of the image,A small golden sculpture of a bird perched on a wooden fence or post. The golden sculpture is positioned towards the left side of the image,outputs/baselines/fireflow/fe_130_gray_bird_4_golden_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_130_gray_bird_4_golden_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_130_gray_bird_4_golden_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_131_groceries_1_bacon,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_131_groceries_1_bacon.png,"A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.","A grocery list writing on a piece of brown paper with a black marker, which includes BACON, BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.",outputs/baselines/fireflow/fe_131_groceries_1_bacon/seed_10/result.png,outputs/baselines/fireflow/fe_131_groceries_1_bacon/seed_10/metadata.json,outputs/baselines/fireflow/fe_131_groceries_1_bacon/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_132_groceries_2_coffee,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_132_groceries_2_coffee.png,"A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.","A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, COFFEE, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.",outputs/baselines/fireflow/fe_132_groceries_2_coffee/seed_10/result.png,outputs/baselines/fireflow/fe_132_groceries_2_coffee/seed_10/metadata.json,outputs/baselines/fireflow/fe_132_groceries_2_coffee/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_133_groceries_3_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_133_groceries_3_cvpr.png,"A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.","A grocery list writing on a piece of brown paper with a black marker, which includes CVPR, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.",outputs/baselines/fireflow/fe_133_groceries_3_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_133_groceries_3_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_133_groceries_3_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_134_groceries_4_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_134_groceries_4_eccv.png,"A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.","A grocery list writing on a piece of brown paper with a black marker, which includes ECCV, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.",outputs/baselines/fireflow/fe_134_groceries_4_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_134_groceries_4_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_134_groceries_4_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_135_groceries_5_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_135_groceries_5_iccv.png,"A grocery list writing on a piece of brown paper with a black marker, which includes BREAD, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.","A grocery list writing on a piece of brown paper with a black marker, which includes ICCV, EGGS, and MILK. The grocery list is attached to a wall or refrigerator with a magnet. The magnet is red and white, possibly in the shape of a phone booth in London.",outputs/baselines/fireflow/fe_135_groceries_5_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_135_groceries_5_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_135_groceries_5_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_139_horse_3_bronze_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_139_horse_3_bronze_sculpture.png,"A white horse running through a grassy field. The horse appears to be galloping, creating a sense of motion and energy in the image. The field is surrounded by a forest, with trees visible in the background. The overall atmosphere of the scene is lively and dynamic, capturing the horse''s freedom and grace as it moves through the natural environment.","A sculpture bronze horse running through a grassy field. The horse appears to be galloping, creating a sense of motion and energy in the image. The field is surrounded by a forest, with trees visible in the background. The overall atmosphere of the scene is lively and dynamic, capturing the horse''s freedom and grace as it moves through the natural environment.",outputs/baselines/fireflow/fe_139_horse_3_bronze_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_139_horse_3_bronze_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_139_horse_3_bronze_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_140_horse_4_brown_horse,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_140_horse_4_brown_horse.png,"A white horse running through a grassy field. The horse appears to be galloping, creating a sense of motion and energy in the image. The field is surrounded by a forest, with trees visible in the background. The overall atmosphere of the scene is lively and dynamic, capturing the horse''s freedom and grace as it moves through the natural environment.","A brown horse running through a grassy field. The horse appears to be galloping, creating a sense of motion and energy in the image. The field is surrounded by a forest, with trees visible in the background. The overall atmosphere of the scene is lively and dynamic, capturing the horse''s freedom and grace as it moves through the natural environment.",outputs/baselines/fireflow/fe_140_horse_4_brown_horse/seed_10/result.png,outputs/baselines/fireflow/fe_140_horse_4_brown_horse/seed_10/metadata.json,outputs/baselines/fireflow/fe_140_horse_4_brown_horse/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_141_iguana_1_green_lizard,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_141_iguana_1_green_lizard.png,"A large orange lizard sitting on a rock near the ocean. The lizard is positioned in the center of the scene, with the ocean waves visible in the background. The rock is located close to the water, providing a picturesque setting for the lizard''s resting spot.","A large green lizard sitting on a rock near the ocean. The green lizard is positioned in the center of the scene, with the ocean waves visible in the background. The rock is located close to the water, providing a picturesque setting for the green lizard''s resting spot.",outputs/baselines/fireflow/fe_141_iguana_1_green_lizard/seed_10/result.png,outputs/baselines/fireflow/fe_141_iguana_1_green_lizard/seed_10/metadata.json,outputs/baselines/fireflow/fe_141_iguana_1_green_lizard/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_142_iguana_2_blue_lizard_top_hat,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_142_iguana_2_blue_lizard_top_hat.png,"A large orange lizard sitting on a rock near the ocean. The lizard is positioned in the center of the scene, with the ocean waves visible in the background. The rock is located close to the water, providing a picturesque setting for the lizard''s resting spot.","A large blue lizard sitting on a rock near the ocean. The blue lizard is wearing a top hat. The blue lizard is positioned in the center of the scene, with the ocean waves visible in the background. The rock is located close to the water, providing a picturesque setting for the blue lizard''s resting spot.",outputs/baselines/fireflow/fe_142_iguana_2_blue_lizard_top_hat/seed_10/result.png,outputs/baselines/fireflow/fe_142_iguana_2_blue_lizard_top_hat/seed_10/metadata.json,outputs/baselines/fireflow/fe_142_iguana_2_blue_lizard_top_hat/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_146_japanese_castle_1_lego_castle,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_146_japanese_castle_1_lego_castle.png,"A large, white, Japanese castle with a distinctive pagoda-style roof. The castle is surrounded by green trees. The castle is situated on a hill, giving it a majestic appearance.","A large, white, Japanese castle made out of lego bricks with a distinctive pagoda-style roof. The lego castle is surrounded by green trees, creating a serene and picturesque scene. The lego castle is situated on a hill, giving it a majestic appearance.",outputs/baselines/fireflow/fe_146_japanese_castle_1_lego_castle/seed_10/result.png,outputs/baselines/fireflow/fe_146_japanese_castle_1_lego_castle/seed_10/metadata.json,outputs/baselines/fireflow/fe_146_japanese_castle_1_lego_castle/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
