audit_row_id,rater_id,field
rater_02_item_009_A,rater_02,locality_1_5
rater_02_item_009_A,rater_02,artifact_severity_1_5
rater_02_item_009_A,rater_02,overall_1_5
rater_02_item_009_B,rater_02,edit_correct_1_5
rater_02_item_009_B,rater_02,relation_correct_1_5
rater_02_item_009_B,rater_02,source_preservation_1_5
rater_02_item_009_B,rater_02,locality_1_5
rater_02_item_009_B,rater_02,artifact_severity_1_5
rater_02_item_009_B,rater_02,overall_1_5
rater_02_item_009_C,rater_02,edit_correct_1_5
rater_02_item_009_C,rater_02,relation_correct_1_5
rater_02_item_009_C,rater_02,source_preservation_1_5
rater_02_item_009_C,rater_02,locality_1_5
rater_02_item_009_C,rater_02,artifact_severity_1_5
rater_02_item_009_C,rater_02,overall_1_5
rater_02_item_009_D,rater_02,edit_correct_1_5
rater_02_item_009_D,rater_02,relation_correct_1_5
rater_02_item_009_D,rater_02,source_preservation_1_5
rater_02_item_009_D,rater_02,locality_1_5
rater_02_item_009_D,rater_02,artifact_severity_1_5
rater_02_item_009_D,rater_02,overall_1_5
rater_02_item_010_A,rater_02,edit_correct_1_5
rater_02_item_010_A,rater_02,relation_correct_1_5
rater_02_item_010_A,rater_02,source_preservation_1_5
rater_02_item_010_A,rater_02,locality_1_5
rater_02_item_010_A,rater_02,artifact_severity_1_5
rater_02_item_010_A,rater_02,overall_1_5
rater_02_item_010_B,rater_02,edit_correct_1_5
rater_02_item_010_B,rater_02,relation_correct_1_5
rater_02_item_010_B,rater_02,source_preservation_1_5
rater_02_item_010_B,rater_02,locality_1_5
rater_02_item_010_B,rater_02,artifact_severity_1_5
rater_02_item_010_B,rater_02,overall_1_5
rater_02_item_010_C,rater_02,edit_correct_1_5
rater_02_item_010_C,rater_02,relation_correct_1_5
rater_02_item_010_C,rater_02,source_preservation_1_5
rater_02_item_010_C,rater_02,locality_1_5
rater_02_item_010_C,rater_02,artifact_severity_1_5
rater_02_item_010_C,rater_02,overall_1_5
rater_02_item_010_D,rater_02,edit_correct_1_5
rater_02_item_010_D,rater_02,relation_correct_1_5
rater_02_item_010_D,rater_02,source_preservation_1_5
rater_02_item_010_D,rater_02,locality_1_5
rater_02_item_010_D,rater_02,artifact_severity_1_5
rater_02_item_010_D,rater_02,overall_1_5
rater_02_item_011_A,rater_02,edit_correct_1_5
rater_02_item_011_A,rater_02,relation_correct_1_5
rater_02_item_011_A,rater_02,source_preservation_1_5
rater_02_item_011_A,rater_02,locality_1_5
rater_02_item_011_A,rater_02,artifact_severity_1_5
rater_02_item_011_A,rater_02,overall_1_5
rater_02_item_011_B,rater_02,edit_correct_1_5
rater_02_item_011_B,rater_02,relation_correct_1_5
rater_02_item_011_B,rater_02,source_preservation_1_5
rater_02_item_011_B,rater_02,locality_1_5
rater_02_item_011_B,rater_02,artifact_severity_1_5
rater_02_item_011_B,rater_02,overall_1_5
rater_02_item_011_C,rater_02,edit_correct_1_5
rater_02_item_011_C,rater_02,relation_correct_1_5
rater_02_item_011_C,rater_02,source_preservation_1_5
rater_02_item_011_C,rater_02,locality_1_5
rater_02_item_011_C,rater_02,artifact_severity_1_5
rater_02_item_011_C,rater_02,overall_1_5
rater_02_item_011_D,rater_02,edit_correct_1_5
rater_02_item_011_D,rater_02,relation_correct_1_5
rater_02_item_011_D,rater_02,source_preservation_1_5
rater_02_item_011_D,rater_02,locality_1_5
rater_02_item_011_D,rater_02,artifact_severity_1_5
rater_02_item_011_D,rater_02,overall_1_5
rater_02_item_012_A,rater_02,edit_correct_1_5
rater_02_item_012_A,rater_02,relation_correct_1_5
rater_02_item_012_A,rater_02,source_preservation_1_5
rater_02_item_012_A,rater_02,locality_1_5
rater_02_item_012_A,rater_02,artifact_severity_1_5
rater_02_item_012_A,rater_02,overall_1_5
rater_02_item_012_B,rater_02,edit_correct_1_5
rater_02_item_012_B,rater_02,relation_correct_1_5
rater_02_item_012_B,rater_02,source_preservation_1_5
rater_02_item_012_B,rater_02,locality_1_5
rater_02_item_012_B,rater_02,artifact_severity_1_5
rater_02_item_012_B,rater_02,overall_1_5
rater_02_item_012_C,rater_02,edit_correct_1_5
rater_02_item_012_C,rater_02,relation_correct_1_5
rater_02_item_012_C,rater_02,source_preservation_1_5
rater_02_item_012_C,rater_02,locality_1_5
rater_02_item_012_C,rater_02,artifact_severity_1_5
rater_02_item_012_C,rater_02,overall_1_5
rater_02_item_012_D,rater_02,edit_correct_1_5
rater_02_item_012_D,rater_02,relation_correct_1_5
rater_02_item_012_D,rater_02,source_preservation_1_5
rater_02_item_012_D,rater_02,locality_1_5
rater_02_item_012_D,rater_02,artifact_severity_1_5
rater_02_item_012_D,rater_02,overall_1_5
rater_02_item_013_A,rater_02,edit_correct_1_5
rater_02_item_013_A,rater_02,relation_correct_1_5
rater_02_item_013_A,rater_02,source_preservation_1_5
rater_02_item_013_A,rater_02,locality_1_5
rater_02_item_013_A,rater_02,artifact_severity_1_5
rater_02_item_013_A,rater_02,overall_1_5
rater_02_item_013_B,rater_02,edit_correct_1_5
rater_02_item_013_B,rater_02,relation_correct_1_5
rater_02_item_013_B,rater_02,source_preservation_1_5
rater_02_item_013_B,rater_02,locality_1_5
rater_02_item_013_B,rater_02,artifact_severity_1_5
rater_02_item_013_B,rater_02,overall_1_5
rater_02_item_013_C,rater_02,edit_correct_1_5
rater_02_item_013_C,rater_02,relation_correct_1_5
rater_02_item_013_C,rater_02,source_preservation_1_5
rater_02_item_013_C,rater_02,locality_1_5
rater_02_item_013_C,rater_02,artifact_severity_1_5
rater_02_item_013_C,rater_02,overall_1_5
rater_02_item_013_D,rater_02,edit_correct_1_5
rater_02_item_013_D,rater_02,relation_correct_1_5
rater_02_item_013_D,rater_02,source_preservation_1_5
rater_02_item_013_D,rater_02,locality_1_5
rater_02_item_013_D,rater_02,artifact_severity_1_5
rater_02_item_013_D,rater_02,overall_1_5
rater_02_item_014_A,rater_02,edit_correct_1_5
rater_02_item_014_A,rater_02,relation_correct_1_5
rater_02_item_014_A,rater_02,source_preservation_1_5
rater_02_item_014_A,rater_02,locality_1_5
rater_02_item_014_A,rater_02,artifact_severity_1_5
rater_02_item_014_A,rater_02,overall_1_5
rater_02_item_014_B,rater_02,edit_correct_1_5
rater_02_item_014_B,rater_02,relation_correct_1_5
rater_02_item_014_B,rater_02,source_preservation_1_5
rater_02_item_014_B,rater_02,locality_1_5
rater_02_item_014_B,rater_02,artifact_severity_1_5
rater_02_item_014_B,rater_02,overall_1_5
rater_02_item_014_C,rater_02,edit_correct_1_5
rater_02_item_014_C,rater_02,relation_correct_1_5
rater_02_item_014_C,rater_02,source_preservation_1_5
rater_02_item_014_C,rater_02,locality_1_5
rater_02_item_014_C,rater_02,artifact_severity_1_5
rater_02_item_014_C,rater_02,overall_1_5
rater_02_item_014_D,rater_02,edit_correct_1_5
rater_02_item_014_D,rater_02,relation_correct_1_5
rater_02_item_014_D,rater_02,source_preservation_1_5
rater_02_item_014_D,rater_02,locality_1_5
rater_02_item_014_D,rater_02,artifact_severity_1_5
rater_02_item_014_D,rater_02,overall_1_5
rater_02_item_015_A,rater_02,edit_correct_1_5
rater_02_item_015_A,rater_02,relation_correct_1_5
rater_02_item_015_A,rater_02,source_preservation_1_5
rater_02_item_015_A,rater_02,locality_1_5
rater_02_item_015_A,rater_02,artifact_severity_1_5
rater_02_item_015_A,rater_02,overall_1_5
rater_02_item_015_B,rater_02,edit_correct_1_5
rater_02_item_015_B,rater_02,relation_correct_1_5
rater_02_item_015_B,rater_02,source_preservation_1_5
rater_02_item_015_B,rater_02,locality_1_5
rater_02_item_015_B,rater_02,artifact_severity_1_5
rater_02_item_015_B,rater_02,overall_1_5
rater_02_item_015_C,rater_02,edit_correct_1_5
rater_02_item_015_C,rater_02,relation_correct_1_5
rater_02_item_015_C,rater_02,source_preservation_1_5
rater_02_item_015_C,rater_02,locality_1_5
rater_02_item_015_C,rater_02,artifact_severity_1_5
rater_02_item_015_C,rater_02,overall_1_5
rater_02_item_015_D,rater_02,edit_correct_1_5
rater_02_item_015_D,rater_02,relation_correct_1_5
rater_02_item_015_D,rater_02,source_preservation_1_5
rater_02_item_015_D,rater_02,locality_1_5
rater_02_item_015_D,rater_02,artifact_severity_1_5
rater_02_item_015_D,rater_02,overall_1_5
rater_03_item_001_A,rater_03,edit_correct_1_5
rater_03_item_001_A,rater_03,relation_correct_1_5
rater_03_item_001_A,rater_03,source_preservation_1_5
rater_03_item_001_A,rater_03,locality_1_5
rater_03_item_001_A,rater_03,artifact_severity_1_5
rater_03_item_001_A,rater_03,overall_1_5
rater_03_item_001_B,rater_03,edit_correct_1_5
rater_03_item_001_B,rater_03,relation_correct_1_5
rater_03_item_001_B,rater_03,source_preservation_1_5
rater_03_item_001_B,rater_03,locality_1_5
rater_03_item_001_B,rater_03,artifact_severity_1_5
rater_03_item_001_B,rater_03,overall_1_5
rater_03_item_001_C,rater_03,edit_correct_1_5
rater_03_item_001_C,rater_03,relation_correct_1_5
rater_03_item_001_C,rater_03,source_preservation_1_5
rater_03_item_001_C,rater_03,locality_1_5
rater_03_item_001_C,rater_03,artifact_severity_1_5
rater_03_item_001_C,rater_03,overall_1_5
rater_03_item_001_D,rater_03,edit_correct_1_5
rater_03_item_001_D,rater_03,relation_correct_1_5
rater_03_item_001_D,rater_03,source_preservation_1_5
rater_03_item_001_D,rater_03,locality_1_5
rater_03_item_001_D,rater_03,artifact_severity_1_5
rater_03_item_001_D,rater_03,overall_1_5
rater_03_item_002_A,rater_03,edit_correct_1_5
rater_03_item_002_A,rater_03,relation_correct_1_5
rater_03_item_002_A,rater_03,source_preservation_1_5
rater_03_item_002_A,rater_03,locality_1_5
rater_03_item_002_A,rater_03,artifact_severity_1_5
rater_03_item_002_A,rater_03,overall_1_5
rater_03_item_002_B,rater_03,edit_correct_1_5
rater_03_item_002_B,rater_03,relation_correct_1_5
rater_03_item_002_B,rater_03,source_preservation_1_5
rater_03_item_002_B,rater_03,locality_1_5
rater_03_item_002_B,rater_03,artifact_severity_1_5
rater_03_item_002_B,rater_03,overall_1_5
rater_03_item_002_C,rater_03,edit_correct_1_5
rater_03_item_002_C,rater_03,relation_correct_1_5
rater_03_item_002_C,rater_03,source_preservation_1_5
rater_03_item_002_C,rater_03,locality_1_5
rater_03_item_002_C,rater_03,artifact_severity_1_5
rater_03_item_002_C,rater_03,overall_1_5
rater_03_item_002_D,rater_03,edit_correct_1_5
rater_03_item_002_D,rater_03,relation_correct_1_5
rater_03_item_002_D,rater_03,source_preservation_1_5
rater_03_item_002_D,rater_03,locality_1_5
rater_03_item_002_D,rater_03,artifact_severity_1_5
rater_03_item_002_D,rater_03,overall_1_5
rater_03_item_003_A,rater_03,edit_correct_1_5
rater_03_item_003_A,rater_03,relation_correct_1_5
rater_03_item_003_A,rater_03,source_preservation_1_5
rater_03_item_003_A,rater_03,locality_1_5
rater_03_item_003_A,rater_03,artifact_severity_1_5
rater_03_item_003_A,rater_03,overall_1_5
rater_03_item_003_B,rater_03,edit_correct_1_5
rater_03_item_003_B,rater_03,relation_correct_1_5
rater_03_item_003_B,rater_03,source_preservation_1_5
rater_03_item_003_B,rater_03,locality_1_5
rater_03_item_003_B,rater_03,artifact_severity_1_5
rater_03_item_003_B,rater_03,overall_1_5
rater_03_item_003_C,rater_03,edit_correct_1_5
rater_03_item_003_C,rater_03,relation_correct_1_5
rater_03_item_003_C,rater_03,source_preservation_1_5
rater_03_item_003_C,rater_03,locality_1_5
rater_03_item_003_C,rater_03,artifact_severity_1_5
rater_03_item_003_C,rater_03,overall_1_5
rater_03_item_003_D,rater_03,edit_correct_1_5
rater_03_item_003_D,rater_03,relation_correct_1_5
rater_03_item_003_D,rater_03,source_preservation_1_5
rater_03_item_003_D,rater_03,locality_1_5
rater_03_item_003_D,rater_03,artifact_severity_1_5
rater_03_item_003_D,rater_03,overall_1_5
rater_03_item_004_A,rater_03,edit_correct_1_5
rater_03_item_004_A,rater_03,relation_correct_1_5
rater_03_item_004_A,rater_03,source_preservation_1_5
rater_03_item_004_A,rater_03,locality_1_5
rater_03_item_004_A,rater_03,artifact_severity_1_5
rater_03_item_004_A,rater_03,overall_1_5
rater_03_item_004_B,rater_03,edit_correct_1_5
rater_03_item_004_B,rater_03,relation_correct_1_5
rater_03_item_004_B,rater_03,source_preservation_1_5
rater_03_item_004_B,rater_03,locality_1_5
rater_03_item_004_B,rater_03,artifact_severity_1_5
rater_03_item_004_B,rater_03,overall_1_5
rater_03_item_004_C,rater_03,edit_correct_1_5
rater_03_item_004_C,rater_03,relation_correct_1_5
rater_03_item_004_C,rater_03,source_preservation_1_5
rater_03_item_004_C,rater_03,locality_1_5
rater_03_item_004_C,rater_03,artifact_severity_1_5
rater_03_item_004_C,rater_03,overall_1_5
rater_03_item_004_D,rater_03,edit_correct_1_5
rater_03_item_004_D,rater_03,relation_correct_1_5
rater_03_item_004_D,rater_03,source_preservation_1_5
rater_03_item_004_D,rater_03,locality_1_5
rater_03_item_004_D,rater_03,artifact_severity_1_5
rater_03_item_004_D,rater_03,overall_1_5
rater_03_item_005_A,rater_03,edit_correct_1_5
rater_03_item_005_A,rater_03,relation_correct_1_5
rater_03_item_005_A,rater_03,source_preservation_1_5
rater_03_item_005_A,rater_03,locality_1_5
rater_03_item_005_A,rater_03,artifact_severity_1_5
rater_03_item_005_A,rater_03,overall_1_5
rater_03_item_005_B,rater_03,edit_correct_1_5
rater_03_item_005_B,rater_03,relation_correct_1_5
rater_03_item_005_B,rater_03,source_preservation_1_5
rater_03_item_005_B,rater_03,locality_1_5
rater_03_item_005_B,rater_03,artifact_severity_1_5
rater_03_item_005_B,rater_03,overall_1_5
rater_03_item_005_C,rater_03,edit_correct_1_5
rater_03_item_005_C,rater_03,relation_correct_1_5
rater_03_item_005_C,rater_03,source_preservation_1_5
rater_03_item_005_C,rater_03,locality_1_5
rater_03_item_005_C,rater_03,artifact_severity_1_5
rater_03_item_005_C,rater_03,overall_1_5
rater_03_item_005_D,rater_03,edit_correct_1_5
rater_03_item_005_D,rater_03,relation_correct_1_5
rater_03_item_005_D,rater_03,source_preservation_1_5
rater_03_item_005_D,rater_03,locality_1_5
rater_03_item_005_D,rater_03,artifact_severity_1_5
rater_03_item_005_D,rater_03,overall_1_5
rater_03_item_006_A,rater_03,edit_correct_1_5
rater_03_item_006_A,rater_03,relation_correct_1_5
rater_03_item_006_A,rater_03,source_preservation_1_5
rater_03_item_006_A,rater_03,locality_1_5
rater_03_item_006_A,rater_03,artifact_severity_1_5
rater_03_item_006_A,rater_03,overall_1_5
rater_03_item_006_B,rater_03,edit_correct_1_5
rater_03_item_006_B,rater_03,relation_correct_1_5
rater_03_item_006_B,rater_03,source_preservation_1_5
rater_03_item_006_B,rater_03,locality_1_5
rater_03_item_006_B,rater_03,artifact_severity_1_5
rater_03_item_006_B,rater_03,overall_1_5
rater_03_item_006_C,rater_03,edit_correct_1_5
rater_03_item_006_C,rater_03,relation_correct_1_5
rater_03_item_006_C,rater_03,source_preservation_1_5
rater_03_item_006_C,rater_03,locality_1_5
rater_03_item_006_C,rater_03,artifact_severity_1_5
rater_03_item_006_C,rater_03,overall_1_5
rater_03_item_006_D,rater_03,edit_correct_1_5
rater_03_item_006_D,rater_03,relation_correct_1_5
rater_03_item_006_D,rater_03,source_preservation_1_5
rater_03_item_006_D,rater_03,locality_1_5
rater_03_item_006_D,rater_03,artifact_severity_1_5
rater_03_item_006_D,rater_03,overall_1_5
rater_03_item_007_A,rater_03,edit_correct_1_5
rater_03_item_007_A,rater_03,relation_correct_1_5
rater_03_item_007_A,rater_03,source_preservation_1_5
rater_03_item_007_A,rater_03,locality_1_5
rater_03_item_007_A,rater_03,artifact_severity_1_5
rater_03_item_007_A,rater_03,overall_1_5
rater_03_item_007_B,rater_03,edit_correct_1_5
rater_03_item_007_B,rater_03,relation_correct_1_5
rater_03_item_007_B,rater_03,source_preservation_1_5
rater_03_item_007_B,rater_03,locality_1_5
rater_03_item_007_B,rater_03,artifact_severity_1_5
rater_03_item_007_B,rater_03,overall_1_5
rater_03_item_007_C,rater_03,edit_correct_1_5
rater_03_item_007_C,rater_03,relation_correct_1_5
rater_03_item_007_C,rater_03,source_preservation_1_5
rater_03_item_007_C,rater_03,locality_1_5
rater_03_item_007_C,rater_03,artifact_severity_1_5
rater_03_item_007_C,rater_03,overall_1_5
rater_03_item_007_D,rater_03,edit_correct_1_5
rater_03_item_007_D,rater_03,relation_correct_1_5
rater_03_item_007_D,rater_03,source_preservation_1_5
rater_03_item_007_D,rater_03,locality_1_5
rater_03_item_007_D,rater_03,artifact_severity_1_5
rater_03_item_007_D,rater_03,overall_1_5
rater_03_item_008_A,rater_03,edit_correct_1_5
rater_03_item_008_A,rater_03,relation_correct_1_5
rater_03_item_008_A,rater_03,source_preservation_1_5
rater_03_item_008_A,rater_03,locality_1_5
rater_03_item_008_A,rater_03,artifact_severity_1_5
rater_03_item_008_A,rater_03,overall_1_5
rater_03_item_008_B,rater_03,edit_correct_1_5
rater_03_item_008_B,rater_03,relation_correct_1_5
rater_03_item_008_B,rater_03,source_preservation_1_5
rater_03_item_008_B,rater_03,locality_1_5
rater_03_item_008_B,rater_03,artifact_severity_1_5
rater_03_item_008_B,rater_03,overall_1_5
rater_03_item_008_C,rater_03,edit_correct_1_5
rater_03_item_008_C,rater_03,relation_correct_1_5
rater_03_item_008_C,rater_03,source_preservation_1_5
rater_03_item_008_C,rater_03,locality_1_5
rater_03_item_008_C,rater_03,artifact_severity_1_5
rater_03_item_008_C,rater_03,overall_1_5
rater_03_item_008_D,rater_03,edit_correct_1_5
rater_03_item_008_D,rater_03,relation_correct_1_5
rater_03_item_008_D,rater_03,source_preservation_1_5
rater_03_item_008_D,rater_03,locality_1_5
rater_03_item_008_D,rater_03,artifact_severity_1_5
rater_03_item_008_D,rater_03,overall_1_5
rater_03_item_009_A,rater_03,edit_correct_1_5
rater_03_item_009_A,rater_03,relation_correct_1_5
rater_03_item_009_A,rater_03,source_preservation_1_5
rater_03_item_009_A,rater_03,locality_1_5
rater_03_item_009_A,rater_03,artifact_severity_1_5
rater_03_item_009_A,rater_03,overall_1_5
rater_03_item_009_B,rater_03,edit_correct_1_5
rater_03_item_009_B,rater_03,relation_correct_1_5
rater_03_item_009_B,rater_03,source_preservation_1_5
rater_03_item_009_B,rater_03,locality_1_5
rater_03_item_009_B,rater_03,artifact_severity_1_5
rater_03_item_009_B,rater_03,overall_1_5
rater_03_item_009_C,rater_03,edit_correct_1_5
rater_03_item_009_C,rater_03,relation_correct_1_5
rater_03_item_009_C,rater_03,source_preservation_1_5
rater_03_item_009_C,rater_03,locality_1_5
rater_03_item_009_C,rater_03,artifact_severity_1_5
rater_03_item_009_C,rater_03,overall_1_5
rater_03_item_009_D,rater_03,edit_correct_1_5
rater_03_item_009_D,rater_03,relation_correct_1_5
rater_03_item_009_D,rater_03,source_preservation_1_5
rater_03_item_009_D,rater_03,locality_1_5
rater_03_item_009_D,rater_03,artifact_severity_1_5
rater_03_item_009_D,rater_03,overall_1_5
rater_03_item_010_A,rater_03,edit_correct_1_5
rater_03_item_010_A,rater_03,relation_correct_1_5
rater_03_item_010_A,rater_03,source_preservation_1_5
rater_03_item_010_A,rater_03,locality_1_5
rater_03_item_010_A,rater_03,artifact_severity_1_5
rater_03_item_010_A,rater_03,overall_1_5
rater_03_item_010_B,rater_03,edit_correct_1_5
rater_03_item_010_B,rater_03,relation_correct_1_5
rater_03_item_010_B,rater_03,source_preservation_1_5
rater_03_item_010_B,rater_03,locality_1_5
rater_03_item_010_B,rater_03,artifact_severity_1_5
rater_03_item_010_B,rater_03,overall_1_5
rater_03_item_010_C,rater_03,edit_correct_1_5
rater_03_item_010_C,rater_03,relation_correct_1_5
rater_03_item_010_C,rater_03,source_preservation_1_5
rater_03_item_010_C,rater_03,locality_1_5
rater_03_item_010_C,rater_03,artifact_severity_1_5
rater_03_item_010_C,rater_03,overall_1_5
rater_03_item_010_D,rater_03,edit_correct_1_5
rater_03_item_010_D,rater_03,relation_correct_1_5
rater_03_item_010_D,rater_03,source_preservation_1_5
rater_03_item_010_D,rater_03,locality_1_5
rater_03_item_010_D,rater_03,artifact_severity_1_5
rater_03_item_010_D,rater_03,overall_1_5
rater_03_item_011_A,rater_03,edit_correct_1_5
rater_03_item_011_A,rater_03,relation_correct_1_5
rater_03_item_011_A,rater_03,source_preservation_1_5
rater_03_item_011_A,rater_03,locality_1_5
rater_03_item_011_A,rater_03,artifact_severity_1_5
rater_03_item_011_A,rater_03,overall_1_5
rater_03_item_011_B,rater_03,edit_correct_1_5
rater_03_item_011_B,rater_03,relation_correct_1_5
rater_03_item_011_B,rater_03,source_preservation_1_5
rater_03_item_011_B,rater_03,locality_1_5
rater_03_item_011_B,rater_03,artifact_severity_1_5
rater_03_item_011_B,rater_03,overall_1_5
rater_03_item_011_C,rater_03,edit_correct_1_5
rater_03_item_011_C,rater_03,relation_correct_1_5
rater_03_item_011_C,rater_03,source_preservation_1_5
rater_03_item_011_C,rater_03,locality_1_5
rater_03_item_011_C,rater_03,artifact_severity_1_5
rater_03_item_011_C,rater_03,overall_1_5
rater_03_item_011_D,rater_03,edit_correct_1_5
rater_03_item_011_D,rater_03,relation_correct_1_5
rater_03_item_011_D,rater_03,source_preservation_1_5
rater_03_item_011_D,rater_03,locality_1_5
rater_03_item_011_D,rater_03,artifact_severity_1_5
rater_03_item_011_D,rater_03,overall_1_5
rater_03_item_012_A,rater_03,edit_correct_1_5
rater_03_item_012_A,rater_03,relation_correct_1_5
rater_03_item_012_A,rater_03,source_preservation_1_5
rater_03_item_012_A,rater_03,locality_1_5
rater_03_item_012_A,rater_03,artifact_severity_1_5
rater_03_item_012_A,rater_03,overall_1_5
rater_03_item_012_B,rater_03,edit_correct_1_5
rater_03_item_012_B,rater_03,relation_correct_1_5
rater_03_item_012_B,rater_03,source_preservation_1_5
rater_03_item_012_B,rater_03,locality_1_5
rater_03_item_012_B,rater_03,artifact_severity_1_5
rater_03_item_012_B,rater_03,overall_1_5
rater_03_item_012_C,rater_03,edit_correct_1_5
rater_03_item_012_C,rater_03,relation_correct_1_5
rater_03_item_012_C,rater_03,source_preservation_1_5
rater_03_item_012_C,rater_03,locality_1_5
rater_03_item_012_C,rater_03,artifact_severity_1_5
rater_03_item_012_C,rater_03,overall_1_5
rater_03_item_012_D,rater_03,edit_correct_1_5
rater_03_item_012_D,rater_03,relation_correct_1_5
rater_03_item_012_D,rater_03,source_preservation_1_5
rater_03_item_012_D,rater_03,locality_1_5
rater_03_item_012_D,rater_03,artifact_severity_1_5
rater_03_item_012_D,rater_03,overall_1_5
rater_03_item_013_A,rater_03,edit_correct_1_5
rater_03_item_013_A,rater_03,relation_correct_1_5
rater_03_item_013_A,rater_03,source_preservation_1_5
rater_03_item_013_A,rater_03,locality_1_5
rater_03_item_013_A,rater_03,artifact_severity_1_5
rater_03_item_013_A,rater_03,overall_1_5
rater_03_item_013_B,rater_03,edit_correct_1_5
rater_03_item_013_B,rater_03,relation_correct_1_5
rater_03_item_013_B,rater_03,source_preservation_1_5
rater_03_item_013_B,rater_03,locality_1_5
rater_03_item_013_B,rater_03,artifact_severity_1_5
rater_03_item_013_B,rater_03,overall_1_5
rater_03_item_013_C,rater_03,edit_correct_1_5
rater_03_item_013_C,rater_03,relation_correct_1_5
rater_03_item_013_C,rater_03,source_preservation_1_5
rater_03_item_013_C,rater_03,locality_1_5
rater_03_item_013_C,rater_03,artifact_severity_1_5
rater_03_item_013_C,rater_03,overall_1_5
rater_03_item_013_D,rater_03,edit_correct_1_5
rater_03_item_013_D,rater_03,relation_correct_1_5
rater_03_item_013_D,rater_03,source_preservation_1_5
rater_03_item_013_D,rater_03,locality_1_5
rater_03_item_013_D,rater_03,artifact_severity_1_5
rater_03_item_013_D,rater_03,overall_1_5
rater_03_item_014_A,rater_03,edit_correct_1_5
rater_03_item_014_A,rater_03,relation_correct_1_5
rater_03_item_014_A,rater_03,source_preservation_1_5
rater_03_item_014_A,rater_03,locality_1_5
rater_03_item_014_A,rater_03,artifact_severity_1_5
rater_03_item_014_A,rater_03,overall_1_5
rater_03_item_014_B,rater_03,edit_correct_1_5
rater_03_item_014_B,rater_03,relation_correct_1_5
rater_03_item_014_B,rater_03,source_preservation_1_5
rater_03_item_014_B,rater_03,locality_1_5
rater_03_item_014_B,rater_03,artifact_severity_1_5
rater_03_item_014_B,rater_03,overall_1_5
rater_03_item_014_C,rater_03,edit_correct_1_5
rater_03_item_014_C,rater_03,relation_correct_1_5
rater_03_item_014_C,rater_03,source_preservation_1_5
rater_03_item_014_C,rater_03,locality_1_5
rater_03_item_014_C,rater_03,artifact_severity_1_5
rater_03_item_014_C,rater_03,overall_1_5
rater_03_item_014_D,rater_03,edit_correct_1_5
rater_03_item_014_D,rater_03,relation_correct_1_5
rater_03_item_014_D,rater_03,source_preservation_1_5
rater_03_item_014_D,rater_03,locality_1_5
rater_03_item_014_D,rater_03,artifact_severity_1_5
rater_03_item_014_D,rater_03,overall_1_5
rater_03_item_015_A,rater_03,edit_correct_1_5
rater_03_item_015_A,rater_03,relation_correct_1_5
rater_03_item_015_A,rater_03,source_preservation_1_5
rater_03_item_015_A,rater_03,locality_1_5
rater_03_item_015_A,rater_03,artifact_severity_1_5
rater_03_item_015_A,rater_03,overall_1_5
rater_03_item_015_B,rater_03,edit_correct_1_5
rater_03_item_015_B,rater_03,relation_correct_1_5
rater_03_item_015_B,rater_03,source_preservation_1_5
rater_03_item_015_B,rater_03,locality_1_5
rater_03_item_015_B,rater_03,artifact_severity_1_5
rater_03_item_015_B,rater_03,overall_1_5
rater_03_item_015_C,rater_03,edit_correct_1_5
rater_03_item_015_C,rater_03,relation_correct_1_5
rater_03_item_015_C,rater_03,source_preservation_1_5
rater_03_item_015_C,rater_03,locality_1_5
rater_03_item_015_C,rater_03,artifact_severity_1_5
rater_03_item_015_C,rater_03,overall_1_5
rater_03_item_015_D,rater_03,edit_correct_1_5
rater_03_item_015_D,rater_03,relation_correct_1_5
rater_03_item_015_D,rater_03,source_preservation_1_5
rater_03_item_015_D,rater_03,locality_1_5
rater_03_item_015_D,rater_03,artifact_severity_1_5
rater_03_item_015_D,rater_03,overall_1_5
