key,family_label,paper_role,ours_sd3_verdict,ours_flux_verdict,ours_sd3_score,ours_flux_score,issue_tags,primary_category,severity,rerun_priority,mask_action,prompt_action,param_action,expected_pass_condition,current_note
fe_168_luna_5_welcome,T3_surface_decal,limitation,usable,usable,7,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_169_luna_6_hi,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_170_luna_7_heart,T3_surface_decal,limitation,good,usable,8,7,"better_than_baselines,text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_171_meditation_1_wooden_statue,T5_same_color_material,avoid_or_failure,usable,usable,7,7,"pose_changed,subject_shape_changed,worse_than_baselines",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,身体/脸部被重塑，姿态保持不稳。
fe_172_meditation1_1_sand_sculpture,T5_same_color_material,checked_not_priority,usable,usable,6,5,"artifact,over_edit,pose_changed,subject_shape_changed",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,材质语义可见，但同色材质类容易过度重绘主体，应放补充或失败分析。
fe_173_meditation1_2_golden_buddha_statue,T5_same_color_material,checked_not_priority,usable,usable,5,5,"artifact,over_edit,pose_changed,subject_shape_changed",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,材质语义可见，但同色材质类容易过度重绘主体，应放补充或失败分析。
fe_174_meditation1_3_wooden_buddha_statue,T5_same_color_material,checked_not_priority,usable,usable,5,5,"artifact,over_edit,pose_changed,subject_shape_changed",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,材质语义可见，但同色材质类容易过度重绘主体，应放补充或失败分析。
fe_175_meditation1_4_golden_statue,T5_same_color_material,checked_not_priority,usable,usable,5,5,"artifact,over_edit,pose_changed,subject_shape_changed",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,材质语义可见，但同色材质类容易过度重绘主体，应放补充或失败分析。
fe_176_meditation1_5_wooden_statue,T5_same_color_material,avoid_or_failure,usable,usable,5,5,"artifact,pose_changed,subject_shape_changed,worse_than_baselines",C9_human_pose_identity_material_transfer,blocker,P0_requires_new_branch,full-body mask 保留，但叠加 pose/keypoint/edge constraint；脸部可单独更强保留或排除。,"改成 `same person, same pose, same body silhouette, ... texture/material`，避免 `a statue of` 触发新身份。",新增 pose-lock branch：OpenPose/edge/depth constraint + 降低 early semantic update；人体类必须单独 preset，不能用普通 T5。,姿态和身份保持，材质变化可见；没有 pose-lock 很难全部过。,木雕效果较强，但人像身份和姿态变化太大。
fe_180_milk_4_whipped_cream,T2_container_insertion,avoid_or_failure,usable,usable,7,6,"weak_edit,worse_than_baselines",C3_insertion_mask_geometry,high,P1_fix_first,把整物体 mask 改成 insertion anchor mask：杯口/蛋糕顶/目标接触点上方的 top-cap 区域，避免覆盖整杯/整块蛋糕。,"加形状词：`distinct swirl`, `single cherry sitting on top`, `visible cocktail garnish`，避免只说 there is。",insertion preset：中高 edit strength，但后 30% 加强边界 feather/composite，避免重画容器。,新增物体明确，容器和背景不重绘。,背景保持好，但 whipped cream 目标弱，易被看成奶泡或勺子。
fe_186_muffins_1_strawberries,T2_container_insertion,supplement_candidate,good,usable,8,7,weak_edit,C4_insertion_strength_balance,medium,P2_batch_rerun,保留现有局部 mask，但对披萨/蛋糕 toppings 做 4-8 px dilation，给新增物体足够空间。,数量和位置写清：`several visible ... on top of the cake/pizza`。,优先 SD3；FLUX 使用稍高 edit strength 和更低 preservation，若 SD3 已 good 则 FLUX 不强求进主文。,topping 可见，同时整体食物形状保持。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
fe_192_parrots_1_top_hat,T1_attached_accessory,checked_not_priority,good,usable,8,7,"better_than_baselines,weak_edit",C2_small_or_compound_accessory,medium,P2_batch_rerun,使用头顶局部 box + 轻微上扩；若 target 同时要求主体颜色变化，拆成 body mask 和 accessory mask 两个 pass。,把目标写成显式局部物体：`a clearly visible top hat/crown on the head`；复合任务去掉不必要的全身属性，或分两次 prompt。,small-object preset：提高 mask 内 edit strength/CFG，减少 FLUX 的保守 feature reuse；保持 mask 外严格 copy。,配饰清楚可见，小主体不变形；复合任务分步后颜色和配饰都能过。,背景保持尚可，但配饰小或边界复杂，主体边缘需要谨慎。
fe_195_parrots2_1_crown,T1_attached_accessory,checked_not_priority,usable,usable,7,5,"better_than_baselines,subject_shape_changed,weak_edit",C2_small_or_compound_accessory,medium,P2_batch_rerun,使用头顶局部 box + 轻微上扩；若 target 同时要求主体颜色变化，拆成 body mask 和 accessory mask 两个 pass。,把目标写成显式局部物体：`a clearly visible top hat/crown on the head`；复合任务去掉不必要的全身属性，或分两次 prompt。,small-object preset：提高 mask 内 edit strength/CFG，减少 FLUX 的保守 feature reuse；保持 mask 外严格 copy。,配饰清楚可见，小主体不变形；复合任务分步后颜色和配饰都能过。,背景保持尚可，但配饰小或边界复杂，主体边缘需要谨慎。
fe_197_penguins_2_sculpture,T5_same_color_material,checked_not_priority,good,usable,8,7,better_than_baselines,C11_animal_object_material_balance,medium,P2_batch_rerun,主体 mask 保留，边缘 feather 4-8 px；动物面部/姿态敏感区域提高 structure reuse。,"写成 `same animal/object, same pose, made of ... material`，减少新物体先验。",T5 animal/object preset：SD3 强结构保持，FLUX 只做语义增强；若 FLUX 改姿态，则用 SD3 或降低 FLUX strength。,材质明显，同时动物轮廓和姿态不漂。,材质语义可见，但同色材质类容易过度重绘主体，应放补充或失败分析。
fe_213_rabbit_1_sculpture,T5_same_color_material,main_candidate,good,usable,8,6,"subject_shape_changed,worse_than_baselines",C11_animal_object_material_balance,medium,P1_fix_first,主体 mask 保留，边缘 feather 4-8 px；动物面部/姿态敏感区域提高 structure reuse。,"写成 `same animal/object, same pose, made of ... material`，减少新物体先验。",T5 animal/object preset：SD3 强结构保持，FLUX 只做语义增强；若 FLUX 改姿态，则用 SD3 或降低 FLUX strength。,材质明显，同时动物轮廓和姿态不漂。,材质/形态编辑较清楚，背景保持优于多数 baseline；需避免姿态明显改变的样例。
fe_222_sign_1_cvpr,T3_surface_decal,limitation,usable,usable,7,7,"better_than_baselines,text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_223_sign_2_eccv,T3_surface_decal,limitation,usable,usable,7,7,"better_than_baselines,text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_224_sign_3_iccv,T3_surface_decal,limitation,usable,usable,7,7,"better_than_baselines,text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_225_sign_4_flow,T3_surface_decal,limitation,usable,usable,7,7,"better_than_baselines,text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_235_stop_1_cvpr,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_236_stop_2_iccv,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_237_stop_3_eccv,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_238_stop_arrow_1_cvpr,T3_surface_decal,limitation,good,good,8,8,,C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_239_stop_arrow_2_iccv,T3_surface_decal,limitation,good,good,8,8,,C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_240_stop_arrow_3_eccv,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_241_stop_arrow_4_love,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_242_stop_arrow_5_home,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_243_stop_arrow_6_beer,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_244_stop_sticker_1_cvpr,T3_surface_decal,limitation,good,usable,8,7,"text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_245_stop_sticker_2_eccv,T3_surface_decal,limitation,good,usable,8,7,"better_than_baselines,text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_246_stop_sticker_3_iccv,T3_surface_decal,limitation,good,usable,8,7,"better_than_baselines,text_pseudo,weak_edit",C6_short_text_needs_text_aware_refine,medium,P2_batch_rerun,小标牌/stop sign 用中心 text mask，不覆盖整个牌子；保留外框和箭头。,"目标词短且大写，如 `CVPR`, `ICCV`, `LOVE`, `HOME`；避免长句。",短文字可先扩散重跑；若拼字仍错，套用同一 text-render branch 的简化版。,短词大概率过；失败时 renderer 保底。,背景基本保持；短词/图标类目标有可见编辑，但仍要逐字检查，不建议作为核心主张。
fe_247_this_must_be_the_place_1_home,T3_surface_decal,limitation,usable,usable,7,7,"text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_248_this_must_be_the_place_2_cvpr,T3_surface_decal,limitation,usable,usable,7,7,"text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_249_this_must_be_the_place_3_eccv,T3_surface_decal,limitation,usable,usable,7,7,"text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_250_this_must_be_the_place_4_iccv,T3_surface_decal,limitation,usable,usable,7,7,"text_pseudo,weak_edit",C5_exact_text_needs_renderer,blocker,P0_requires_new_branch,保留原文字区域 mask，额外估计四边形/透视区域；长文本按行分区。,扩散 prompt 不再承担精确拼字，只负责背景/材质清理；目标文字交给 renderer。,新增 text-render branch：OCR/手动文本区域 -> 透视校正 -> 用目标词/字体渲染 -> 反透视贴回 -> Poisson/alpha blend。扩散只做轻微 inpaint cleanup。,文字逐字正确；这是唯一能让 T3 全过的可靠路径。,背景多半保持，但精确文字、长标牌和手写列表容易出现伪文字，建议归入 limitation。
fe_269_yellow_bulldog_13_origami_deer,T5_same_color_material,supplement_candidate,usable,good,7,8,"better_than_baselines,weak_edit",C11_animal_object_material_balance,medium,P2_batch_rerun,主体 mask 保留，边缘 feather 4-8 px；动物面部/姿态敏感区域提高 structure reuse。,"写成 `same animal/object, same pose, made of ... material`，减少新物体先验。",T5 animal/object preset：SD3 强结构保持，FLUX 只做语义增强；若 FLUX 改姿态，则用 SD3 或降低 FLUX strength。,材质明显，同时动物轮廓和姿态不漂。,材质/形态编辑较清楚，背景保持优于多数 baseline；需避免姿态明显改变的样例。
fe_138_horse_2_pink_toy_horse,T5_same_color_material,main_candidate,usable,usable,7,6,subject_shape_changed,C11_animal_object_material_balance,medium,P2_batch_rerun,主体 mask 保留，边缘 feather 4-8 px；动物面部/姿态敏感区域提高 structure reuse。,"写成 `same animal/object, same pose, made of ... material`，减少新物体先验。",T5 animal/object preset：SD3 强结构保持，FLUX 只做语义增强；若 FLUX 改姿态，则用 SD3 或降低 FLUX strength。,材质明显，同时动物轮廓和姿态不漂。,材质/形态编辑较清楚，背景保持优于多数 baseline；需避免姿态明显改变的样例。
fe_252_tiger_2_crochet_tiger,T5_same_color_material,main_candidate,good,usable,8,7,better_than_baselines,C11_animal_object_material_balance,medium,P2_batch_rerun,主体 mask 保留，边缘 feather 4-8 px；动物面部/姿态敏感区域提高 structure reuse。,"写成 `same animal/object, same pose, made of ... material`，减少新物体先验。",T5 animal/object preset：SD3 强结构保持，FLUX 只做语义增强；若 FLUX 改姿态，则用 SD3 或降低 FLUX strength。,材质明显，同时动物轮廓和姿态不漂。,材质/形态编辑较清楚，背景保持优于多数 baseline；需避免姿态明显改变的样例。
fe_198_piece_of_cake_1_cherry_on_top,T2_container_insertion,supplement_candidate,good,usable,8,7,weak_edit,C3_insertion_mask_geometry,high,P1_fix_first,把整物体 mask 改成 insertion anchor mask：杯口/蛋糕顶/目标接触点上方的 top-cap 区域，避免覆盖整杯/整块蛋糕。,"加形状词：`distinct swirl`, `single cherry sitting on top`, `visible cocktail garnish`，避免只说 there is。",insertion preset：中高 edit strength，但后 30% 加强边界 feather/composite，避免重画容器。,新增物体明确，容器和背景不重绘。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
fe_201_pizza_1_pineapple_ham,T2_container_insertion,supplement_candidate,usable,good,7,8,weak_edit,C4_insertion_strength_balance,medium,P2_batch_rerun,保留现有局部 mask，但对披萨/蛋糕 toppings 做 4-8 px dilation，给新增物体足够空间。,数量和位置写清：`several visible ... on top of the cake/pizza`。,优先 SD3；FLUX 使用稍高 edit strength 和更低 preservation，若 SD3 已 good 则 FLUX 不强求进主文。,topping 可见，同时整体食物形状保持。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
fe_205_pizza_slice_1_pepperoni,T2_container_insertion,main_candidate,good,usable,8,7,weak_edit,C4_insertion_strength_balance,medium,P2_batch_rerun,保留现有局部 mask，但对披萨/蛋糕 toppings 做 4-8 px dilation，给新增物体足够空间。,数量和位置写清：`several visible ... on top of the cake/pizza`。,优先 SD3；FLUX 使用稍高 edit strength 和更低 preservation，若 SD3 已 good 则 FLUX 不强求进主文。,topping 可见，同时整体食物形状保持。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
fe_207_pizza_tomato_olive_1_pepperoni,T2_container_insertion,supplement_candidate,good,usable,8,7,"better_than_baselines,weak_edit",C4_insertion_strength_balance,medium,P2_batch_rerun,保留现有局部 mask，但对披萨/蛋糕 toppings 做 4-8 px dilation，给新增物体足够空间。,数量和位置写清：`several visible ... on top of the cake/pizza`。,优先 SD3；FLUX 使用稍高 edit strength 和更低 preservation，若 SD3 已 good 则 FLUX 不强求进主文。,topping 可见，同时整体食物形状保持。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
fe_208_pizza_tomato_olive_2_mushrooms,T2_container_insertion,supplement_candidate,good,usable,8,7,"better_than_baselines,weak_edit",C4_insertion_strength_balance,medium,P2_batch_rerun,保留现有局部 mask，但对披萨/蛋糕 toppings 做 4-8 px dilation，给新增物体足够空间。,数量和位置写清：`several visible ... on top of the cake/pizza`。,优先 SD3；FLUX 使用稍高 edit strength 和更低 preservation，若 SD3 已 good 则 FLUX 不强求进主文。,topping 可见，同时整体食物形状保持。,背景/相机保持强，插入目标清楚，主体结构稳定，适合做主文或补充对比。
